,textID,selected_text
3425,73afc6a90d, yeah mine too tho oh s that way 
3426,00e1d9ed60,can you the 
3427,7a059ccc2f, too 
3428,e4c90cafae, i m 
3429,675d0f99ee,im 
3430,82369ff2a2, your 
3431,46f859bacf, please think the of i his was me 
3432,d3b70656cd, my heart to out 
3433,d6788e5a4f,sounds good 
3434,bef904fa13,awww s like 
3435,5f72b7df41,happy 
3436,43661e198b,welcome  
3437,2cc6d6b3e6,i need a haha  
3438,4ca97418b7,that 
3439,be2fadb2bc,enjoying 
3440,1c0b70106f,im a 
3441,4d9a27e25a, need to right now my 
3442,834651667b,it would 
3443,688784c5a9,excited 
3444,7d32d4866a, you are 
3445,0cbab4e443, someone make too to you for 
3446,d57bd01b7e,poor see you on the girl bgt 
3447,a5912f5b7b,do ever have 2 
3448,b0f7ac544d,i been 
3449,73fd2537e6, a nice be week 
3450,20f35978fb, i m up was just from 
3451,9a8cde88ea,nice 
3452,9f48b1d3fa,i can t believe in a 
3453,79bd7de23f, lol like it 
3454,6b3c3e22d5,i need 
3455,b411bd3afb,ugh 
3456,469196b094,i am 
3457,7b65a847b6,thanks 
3458,cc28178ef0, i said to say u 
3459,4200e8b73c,omg just on the 
3460,77a7b3282b,oh 
3461,76b40b8c3d, 
3462,1b6fe730fd,can t see the time to again i it was a s  
3463,2a04e6e839,we to go the 
3464,f944be482a,its 
3465,d461b50edb,bored 
3466,d8ab713a6a,i love it 
3467,e838d1f366, oh it was 
3468,885b8f47f7, yes did i you 
3469,ac3b9688c6,very late 
3470,0f93a7a6ff, that s one i wish m a lot of the to 
3471,9a38abcf54,hope 
3472,863e09ee74,i have fun 
3473,9501aabea3,my car died 
3474,40ada63a36,a 
3475,c956722677,too is  
3476,1c6ce0a7e3, yes 
3477,5648799bc4, and s she really to 
3478,59fd038492,will 
3479,0ef8ddf4a1,hope 
3480,50ba66785b,i need to go you on 
3481,827fa68ce4,it s a 
3482,a60b818d1d,goodnight 
3483,316a1d0f4c,miss 
3484,1dc7f3d536, what are those that for of 
3485,c08d28468b,thanks for me 
3486,043c3b53f8,can t wait to watch the of 
3487,5fc6e71643,making a really bored 
3488,27829d97bd, 
3489,603a6f30be,i think really be my 
3490,f13fd6b067, 
3491,6bda8dca4d, 
3492,b70db9bf31,so 
3493,c9980ac0cd,it s so great 
3494,8798f0a924,you guys know me who  
3495,edef93288d,just saw the end with i see out  
3496,9f345b18c5,s really t even 
3497,5f857f8279,is to 
3498,391211cd64,didn t 
3499,b01c4cd28a, that s 
3500,3a92bdf00a,nice 
3501,d24ea15375,it was i now  
3502,c3c168bc80,new  
3503,189ea0d26f,yay  
3504,fa117106ef, so think i was to 
3505,f66bda14c6,thanks 
3506,cf3dafabb3, so i can only find the 
3507,242910ff98, that sucks to see the show was a girl for you will never be on here 
3508,60e5c2c335,bored 
3509,72b5155719, 
3510,bbfe533366,my hair in 
3511,4cb0ab19ed,good morning 
3512,58e2a00ab8,that s not good 
3513,0a0e2a4f78,thanks 
3514,975554343f, i just noticed that they are so much 
3515,c7be378db2, 
3516,87737f8e62,hate 
3517,558fe1316b,at 
3518,a6687519e2,ok only at the thing 
3519,91f8e27d4c,you are well 
3520,9a10e4813f, 
3521,2b31cedc6d, 
3522,db783cf66a,lovely 
3523,036cd6abb0, my to 
3524,e965e50c60,my 
3525,b1c36b70a4, i was going to go but car for 
3526,4d2de9d1af,the best thing 
3527,0c2e7ab834,happy 
3528,0bb5b4d19c,friday what to do  
3529,e5f0e6ef4b,tired very but i feel much can sleep it 
3530,416863ce47,thanks for the old  
3531,6332da480c,i mean him 
3532,df1baec676,i your 
3533,469e15c5a8,cute 
