,textID,selected_text,text,sentiment
298,9ea273deaa,lost my ,lost my dc hat ,difficulttweet
299,cf0d831059,the first ,starting the video editing of the first spanking movie we did with mina it will be added to the next update,difficulttweet
300,8f0bafc9dc, your , in effect your podcast is the audio version of your book isn plus it has the added charm of banter ,difficulttweet
301,0888d7dab7,wishes must go again me some good morning later neutral ,sunny synday morning nicole is up later than usual mommy got some sleep,difficulttweet
302,04d3c2d056,everything about still find my hair  neutral ,browsing find everything about university interior design ,difficulttweet
303,8bbaca6e4b,i have been worth positive ,i have not tweeted for sixteen days i miss it i ve been having fun though d ingrid on mon was frakking awesome bbq today ,difficulttweet
304,4a9529e753, negative , visit si fr joemar dito bataan frm camiguin sum of my ofcmates i are supposed to meet him this saturday can t luwas,difficulttweet
305,8be2d4f69f,i can t find excited about that be tired with your friends neutral , i am soo excited about your pasadena seminar if only i can find the confermation email,difficulttweet
306,d9c10546e6,i don t feel like again negative ,ugh i don t feel well again all of a sudden,difficulttweet
307,90be8eaffb,i want a new too fast  negative ,i want a new phone i ve seen too much cellphone commercials ,difficulttweet
308,8ba332dbbd,best positive , we ll test that theory with no right arm to strum with got a feelin i ll be humming my new tunes for a while,difficulttweet
309,1086c26e82,that s so cool  positive , that s so cool ,difficulttweet
310,b357b9e7d2,amazing  positive ,school 39 days so exited amazing premier ,difficulttweet
311,0050eebd18,appreciated  me very negative , tis very useful indeed esp for newbies like me ,difficulttweet
312,426cb788e5, ,gonna go and see my sister at mount sinai she s there for at least another 24 hours ,difficulttweet
313,d30d23e543, it just was the neutral , it was just the handle tg,difficulttweet
314,04a204382a, neutral ,backe backe muffins ,difficulttweet
315,2bc1a7126b,is having a good day well oh you had nice positive ,is relaxing after working on mothers day oh well a good day had hope you are all well,difficulttweet
316,a2fb29c072,one of my ,lasttt mondayyy of classs,difficulttweet
317,a2bbae6c4c,fun positive , yup now i can join in on the nin access fun ,difficulttweet
318,0ce30035ac,i just realised into the time thinking that was an while wrong  neutral ,i just walked into work all the while thinking that i was sitting in bellagio this time wednesday ,difficulttweet
319,b3505b0aa7,wanna go too  neutral , unfair i wanna go too ,difficulttweet
320,99fcc18a8d,cool positive ,download movie a good day to be black 38 sexy cool movie,difficulttweet
321,2b6bc6920b,i wanna up  negative ,jus got back from a run up sunset blvd my cuzin tried to kill me my legs are still movin and i m sittin down ,difficulttweet
322,d40dd3b17b,aww that , aww that s sad i miss seeing you guys on the big screen ,difficulttweet
323,5aa8a5280f, negative , i knooww my hot water bottle iss in whangamata without me ahhhhh,difficulttweet
324,7dd57c2598,so why can i m already negative , eeeeep so jealous i m at work um how can u receive viva do they broadcast it online plz ,difficulttweet
325,0142108215,thank you so much  positive , thank you so much phaoloo ,difficulttweet
326,f4aba8da1c, the should be neutral , the hotel should be thankful,difficulttweet
327,9cf9045a3c,so bad ,watching gh i feel so bad for carly omg so up ,difficulttweet
328,1962095a32,that s like what to hear neutral , rofl that s what we like to hear,difficulttweet
329,9acf7846ab,ok i m going negative ,ok i m frustrated there is hella dust between the screens of my blackberry,difficulttweet
330,e4d58eb70f,is negative ,is anyone awake oh my god i am dying here i want to go to sleeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeep ,difficulttweet
331,791b4a40af, you have been going i to we most of work neutral , we do its been to long i think i have next weekend open when are you going to have the house warming party,difficulttweet
332,0c415791d1,off lets ,change of plans working inside bar tonight,difficulttweet
333,3bd0bff670,thanks positive , thanks for following,difficulttweet
334,c7f27553b8,good luck  positive , well good luck then ,difficulttweet
335,a717783c80,at work getting ready to lunch before a bed some homework neutral ,at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,difficulttweet
336,5a2add1cd8,can t play with my eyes fb neutral ,arghhhhhhhhh i can t keep up with these twitterbones peeps,difficulttweet
337,5999397144,is all negative ,undervote is just going on i m all overalled up,difficulttweet
338,54a3eab849,special making today new ,making german apple slice nom nom nom,difficulttweet
339,77b6b38e7e,like another the same its week neutral ,looks like its another night at the office lol,difficulttweet
340,dd6ea8c37a,tummy hurts negative ,my tummy hurts,difficulttweet
341,af08dd0be5,got 2 hours sleep  negative ,got about 2 hours sleep ,difficulttweet
342,3cd447856a,facebook with  neutral ,anybody else experiencing painful slowdowns with facebook ,difficulttweet
343,d7765a3fd6,lol ,lol 2 people in falcon and boo one of them being becca,difficulttweet
344,509033a1ff,i really can negative ,i really need to earn money so that i can watch the pcd concert,difficulttweet
345,b09f14d65a,problems and is really out the an  neutral ,the poor pirate had out his last wisdom tooth and is looking really peaky ,difficulttweet
346,3160620b36, it negative ,mozzer cancelled tonight by the looks of it ,difficulttweet
347,b2e3ebc647,waiting for to work and neutral ,waiting for aaron to get into town and then leave him for work booo,difficulttweet
348,1f9644b008,hope positive ,morning tweat tweat twitter,difficulttweet
349,1fee7a1358,home at s the after neutral ,headed home charlie s at the vet,difficulttweet
350,42d3659c3d,i wanna from the b neutral ,i wanna b maliks from taking the stage,difficulttweet
351,8746563ae3,happy to see mothers ,is going to bed soon happy mothers day to all the mothers 333 ryan less than 3 weeks ,difficulttweet
352,01fb29c047,bored negative ,bored bored bored wish i had something to do tomorrow especially with the weather we re to have not fair,difficulttweet
353,065e4c2dba, haha , well even with her breakdown she was better than the other acts unfortunately britain s got very little talent,difficulttweet
354,d0380dbe70,going to go car neutral ,about to go to leeds shopping,difficulttweet
355,d0c092c3ee,can t , sadly i can t view that site due to region restrictions,difficulttweet
356,ed92ed183a,tired negative ,it s 20 50 hs and i m still at the office really tired wanna go home ,difficulttweet
357,75d0302de7,yay  positive ,aly aj new album this summer yay ,difficulttweet
358,96c5092f80,boo neutral , day26 awwwww have fun with the fam boo boo,difficulttweet
359,ddbc8dba62, positive i , lovelytrinkets i like the way you worded that about rocky road,difficulttweet
360,80b61dc4e6,as much  positive ,mexican coca cola in a bottle new favorite thing no high fructose corn syrup sugar is so awesomely old school ,difficulttweet
361,37897b1693,fair negative ,got people don t let me skip sci pratical becos skola is impt and dont waste my parents money nt fair ,difficulttweet
362,7a4af13b01,nothing have to negative ,i have nothing witty to say,difficulttweet
363,000ceaec55, me too neutral , me too ,difficulttweet
364,97cd2255be,hi positive ,hi ho hi ho it s off to work we go,difficulttweet
365,bebfd966a0,thanks positive , thanks for the hint ,difficulttweet
366,bebcdc05ad,welcome positive , u welcome babe kill the show yuuupp ,difficulttweet
367,e2ea1af68e, hey positive , hey candis ,difficulttweet
368,25c3c99b1a,i was good positive , i was never a good stereotypical teen,difficulttweet
369,ee27c73f40,loves positive ,i love my maitu n she loves me happy mothers day mama ,difficulttweet
370,f90a6f5da0,i am so sorry negative , i am so sorry,difficulttweet
371,49e9fe8b96,i want to go and my room neutral ,i want to go to singapore but my mother seems not,difficulttweet
372,b34a3e3d72,finally of the ,jb on the front of factor x wooh contest timeee,difficulttweet
373,0a96d05fdf, so , so u aren t going to be in chicago,difficulttweet
374,ab3f55a84d,i m so much and love you too  positive ,i have problems wih pizza ii love it too much i m so addicted to pizza and dot dot curve ,difficulttweet
375,0437867c21,so tired  negative ,so tired ,difficulttweet
376,80ea9ba96f,had a lovely dog positive ,had a lovely breakfast with mum yummy pancakes,difficulttweet
377,4914c3c579,yay positive , yay have fun,difficulttweet
378,33bb4fcc72,thank you positive , why thank you us mami s are bringin sexy back ,difficulttweet
379,f0da745521,that s awesome positive , lucky that s awesome,difficulttweet
380,351d279fba, ,oh god a moth was living in a power outlet actually my powersquid ,difficulttweet
381,b5237966b8,i am internet latest up 1 on no  neutral ,i am craving burrito boys large halibut with everything on it no jalepenos 1 line hot sauce can anybody hook me up ,difficulttweet
382,55cec41587,oh that is ,oh is that time for real ,difficulttweet
383,2cbc372326,so positive ,so now we ll pay more in sales tax great even worse mom and pop businesses have to double what they pay in business licenses ,difficulttweet
384,8997a62a75,i love ,i love very much i called him but he was talking to other fans i love you a lot mitchel i ll see u in el cajon june 7,difficulttweet
385,bce5834e03,i my ,i misses my bed so sleepy ,difficulttweet
386,a9b9f7a878,lovely till 7 12 days the whole one company you neutral ,woo two days till awesome gig one day till uni is finished for 12 days gigs 3yp,difficulttweet
